SKU	Name	Category	Unit of Measure	Manufacturer	Brand	Manufacturer Code	Manufacturer Name	Vendor	Vendor Code	Vendor Name	Cold Chain	UPC	NDC
NU92	Mannitol solution, 20%, 500mL bottle	Drugs_Affecting_Water_&_Electrolytes	each	Fresenius Kabi				Imres	18553	mannitol 20 %, 500 ml	FALSE		
ER46	Mebendazole, 100mg tablet	Drugs_Anthelmintics_&_Antiparasitics	each	Holden Medical				Imres	18622	mebendazole 100 mg (blister)	FALSE		
TY23	Methylergometrine maleate, 200mcg/mL, 1mL ampoule	Drugs_Hormones_&_Hormone_Antagonists	each	Gland				Imres	18929	methylergometrine maleate 0.2 mg/ml, 1 ml	TRUE		
JT62	Methylprednisolone sodium succinate 125mg + solvent, Powder for reconstitution	Drugs_Hormones_&_Hormone_Antagonists	each	Pfizer				Imres	18954	methylprednisolone sodium succinate 125 mg base + solvent (Solu-Medrol)	FALSE		
FQ73	Metoprolol tartrate, 1mg/mL, 5mL ampoule	Drugs_Cardiovascular	each	Cenexi F				Imres	19035	metoprolol tartrate 1 mg/ml, 5 ml (Betaloc, Selokeen)	FALSE		
TH07	Metoprolol tartrate, 50mg caplet	Drugs_Cardiovascular	each	Centrafarm				Imres	19031	metoprolol tartrate 50 mg (blister)	FALSE		
CH08	Metronidazole, Powder for supsension, 25mg/mL, 100mL bottle	Drugs_Other_Anti_Infective	each	Psychotropics India				Imres	19049	metronidazole 125 mg/5 ml oral suspension, 100 ml	FALSE		
GF97	Metronidazole, 250mg tablet	Drugs_Other_Anti_Infective	each	CSPC Pharmaceutical Group				Imres	19065	metronidazole 250 mg	FALSE		
JZ99	Metronidazole, 5mg/mL, 100mL bottle	Drugs_Other_Anti_Infective	each	Claris				Imres	19077	metronidazole 5 mg/ml, 100 ml for infusion (nipple head)	FALSE		
VQ61	Metronidazole, 500mg vaginal tablet	Drugs_Other_Anti_Infective	each	Holden Medical				Imres	19074	metronidazole 500 mg vaginal	FALSE		
DR63	Misoprostol, 200mcg tablet	Drugs_Hormones_&_Hormone_Antagonists	each	Piramal Healthcare				Imres	19221	misoprostol 0.2 mg (Cytotec)	FALSE		
MY57	Multivitamin syrup, 100mL bottle	Drugs_Affecting_Water_&_Electrolytes	each	BDH Industries				Imres	19334	multivitamin syrup, 100 ml	FALSE		
FX57	Multivitamin, coated tablet	Drugs_Affecting_Water_&_Electrolytes	each	CSPC Pharmaceutical Group				Imres	19373	multivitamin s/c	FALSE		
GQ07	Naloxone hydrochloride, 400mcg/mL, 1mL ampoule	Drugs_NSAIDs_&_Other_Central_Nervous_System	each	Rotexmedica				Imres	19454	naloxone hydrochloride 0.4 mg/ml, 1 ml	FALSE		
YZ65	Bacitracin 500 IU/gram + neomycin sulphate 0.5% (0.35% base) skin-ointment, 15g tube	Drugs_Antibiotic	each	Galentic				Imres	11104	bacitracin zinc 500 I.U./g + neomycin sulphate 0.5 % (0.35 % base) skin-ointment, 15 g	FALSE		
UN82	Nitroglycerin, 1mg/mL, 50mL vial	Drugs_Cardiovascular	each	G. Pohl - Boskamp Germany				Imres	33943	nitroglycerin 1 mg/ml, 50 ml	FALSE		
RE08	Nitroglycerin, 500mcg tablet	Drugs_Cardiovascular	each	Bristol Laboratories UK				Imres	19728	nitroglycerin (glyceryl trinitrate) 0.5 mg sublingual	FALSE		
JV28	Noradrenaline acid tartrate, 1mg/mL, 1mL ampoule	Drugs_Autonomic_Nervous_System	each	Centrafarm				Imres	19982	noradrenaline acid tartrate 1 mg base/ml, 1 ml	FALSE		
XD12	Nystatin, Oral suspension, 100,000 IU/mL, 30mL bottle	Drugs_Antifungal	each	Cipla				Imres	20073	nystatin 100,000 I.U./ml suspension, 30 ml	FALSE		
MH90	Ofloxacin, 0.3% eye-drops, 5mL bottle	Drugs_Ophthalmic	each	Allergan				Imres	20128	ofloxacin 0.3 % eye-drops, 5 ml (Trafloxal)	FALSE		
EH80	Ondansetron, 4mg film coated tablet	Drugs_Gastrointestinal	each	Centrafarm				Imres	42506	ondansetron hydrochloride 4 mg base coated (blister)	FALSE		
ZJ48	Oral rehydration salts (ORS), 20.5g (for 1 litre) sachet	Drugs_Affecting_Water_&_Electrolytes	each	Shanxi Jinhuahuixing Pharmaceuticals				Imres	36117	oral rehydration salts, low osmolarity (2004 WHO formula), 20.5 g (for 1 litre)	FALSE		
NZ78	Oxymetazoline, Nasal spray, 0.05%, 15mL bottle	Drugs_Respiratory_&_Antihistamine	each					Imres	51241	oxymetazoline hydrochloride 0.05 % nasal spray, 30 ml	FALSE		
EB29	Oxytocin, 10 international units (IU)/mL, 1mL ampoule	Drugs_Hormones_&_Hormone_Antagonists	each	Laboratorio Sanderson				Imres	39323	oxytocin 10 I.U./ml, 1 ml	FALSE		
GA71	Paracetamol, 100mg suppository	Drugs_Analgesic_&_Anesthesia	each	Fulton				Imres	20449	paracetamol 100 mg (store below 25?C)	FALSE		
GD15	Paracetamol, 500mg tablet	Drugs_Analgesic_&_Anesthesia	each	CSPC Pharmaceutical Group				Imres	20480	paracetamol 500 mg (blister)	FALSE		
SN17	Permethrin, Lotion, 1%, 100mL bottle	Drugs_Anthelmintics_&_Antiparasitics	each	Ovelle				Imres	39802	permethrin 1 % lotion, 100 ml	FALSE		
YS69	Phenoxymethylpenicillin, 250mg, Tablet	Drugs_Antibiotic	each	CSPC Pharmaceutical Group				Imres	20693	penicillin V potassium 250 mg (400,000 I.U.)	FALSE		
HH76	Phenytoin sodium, 100mg film coated tablet	Drugs_Psychiatric_&_Antiepileptic	each	Gracure				Imres	20882	phenytoin sodium 100 mg f/c	FALSE		
DR53	Phenytoin sodium, 50mg/mL, 5mL ampoule	Drugs_Psychiatric_&_Antiepileptic	each	Sterop Group				Imres	20888	phenytoin sodium 50 mg base/ml, 5 ml	FALSE		
CM47	Pilocarpine, Eye drops, 2%, 10mL bottle	Drugs_Ophthalmic	each	Ratiopharm NL				Imres	20946	pilocarpine hydrochloride 2 % eye-drops, 10 ml (store below 25?C)	FALSE		
CN90	Potassium chloride, 100mg/mL, 10mL ampoule	Drugs_Affecting_Water_&_Electrolytes	each	Laboratorio Sanderson				Imres	21264	potassium chloride 100 mg/ml, 10 ml	FALSE		
RB24	Povidone iodine, 10%, 200mL bottle	MedEquip&Supplies_Skin_Prep	each	Sirmaxo				Imres	21355	povidone iodine 10 % topical solution, 200 ml	FALSE		
GS65	Prednisolone, 5mg tablet	Drugs_Hormones_&_Hormone_Antagonists	each	Medopharm				Imres	21467	prednisolone 5 mg	FALSE		
VK90	Promethazine hydrochloride, 25mg coated tablet	Drugs_Respiratory_&_Antihistamine	each	Medopharm				Imres	35798	promethazine hydrochloride 25 mg f/c	FALSE		
ED92	Promethazine hydrochloride, 25mg/mL, 2mL ampoule	Drugs_Respiratory_&_Antihistamine	each	CSPC Pharmaceutical Group				Imres	21622	promethazine hydrochloride 25 mg/ml, 2 ml	FALSE	21622	
TY10	Promethazine hydrochloride, Oral solution, 1mg/mL, 100mL bottle	Drugs_Gastrointestinal	each	Aurochem				Imres	39366	promethazine hydrochloride 5 mg/5 ml oral solution, 100 ml	FALSE		
AX66	Sodium chloride, Intravenous infusion, 0.9%, 1000mL bottle	Drugs_Affecting_Water_&_Electrolytes	each	Claris				Imres	22747	sodium chloride 0.9 % intravenous infusion, 1000 ml (nipple head)	FALSE		
ZH44	Gabapentin, 400mg capsule	Drugs_Psychiatric_&_Antiepileptic	each	Sandoz				Imres	43096	gabapentin 400 mg (blister)	FALSE		
YY57	Dexamethasone 0.1%/polymyxin B/neomycin sulphate 1% ear-drops, 10.5mL bottle	Drugs_Hormones_&_Hormone_Antagonists	each	Bouchara				Imres	14180	dexamethasone sodium phosphate 0.1 %/polymyxin B/neomycin sulphate 1 % ear-drops, 10,5 ml (Polydexa)	FALSE		
VD80	Sodium polystyrene sulphonate, 454g container	Drugs_Antidotes_&_Emetics	each	Sanofi				Imres	22892	sodium polystyrene sulphonate 454 g (Kayexalate, Resonium A)	FALSE		
TR82	Tube, Endotracheal, Uncuffed, Murphy eye, Magill curve, Nasal/oral, sterile, single-use, 3mm	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Teleflex Medical	Sheridan Uncuffed	5-10406		McKesson Medical	242581		FALSE		
ZV27	Miconazole nitrate, Cream, 2%, 30g tube	Drugs_Antifungal	each	Mepro Pharmaceuticals				Imres	19137	miconazole nitrate 2 % cream, 30 g	FALSE		
NZ97	Paper, Grayscale, 11in x 14in	MedEquip&Supplies_Diagnostic_Imaging	each	Codonics		1114-DVP					FALSE		
TE65	Tube, Endotracheal, Cuffed, Murphy eye, Magill curve, Nasal/oral, Sterile, 5mm	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Teleflex Medical	Sheridan HVT	5-10310		McKesson Medical	242571		FALSE		
RZ01	Tube, Endotracheal, Cuffed, Murphy eye, Magill curve, Nasal/oral, Sterile, 5.5mm	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Teleflex Medical	Sheridan HVT	5-10311		McKesson Medical	242572		FALSE		
AK91	Tube, Endotracheal, Cuffed, Murphy eye, Magill curve, Nasal/oral, Sterile, 6mm	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Teleflex Medical	Sheridan HVT	5-10312		McKesson Medical	242573		FALSE		
JT24	Tube, Endotracheal, Uncuffed, Murphy eye, Magill curve, Nasal/oral, Sterile, Single-use, 3.5mm	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Teleflex Medical	Sheridan Uncuffed	5-10407		McKesson Medical	242582		FALSE		
AD19	Bandage, Self-adhesive, Nonsterile, 4in x 5yd roll	MedEquip&Supplies_Wound_Care	each	McKesson	Medi-Pak Performance	16-3404	Self-Adhesive Bandage Medi-Pak? Performance Elastic with Cohesive 4 Inch X 5 Yard NonSterile	McKesson Medical	464154	BANDAGE, COHESIVE N/S TAN 4" (18PK/CS)	FALSE		
CN01	Bandage, Self-adhesive, Nonsterile, 6in x 5yd roll	MedEquip&Supplies_Wound_Care	each	McKesson	Medi-Pak Performance	16-3606	Self-Adhesive Bandage Medi-Pak? Performance Elastic with Cohesive 6 Inch X 5 Yard NonSterile	McKesson Medical	464155	BANDAGE, COHESIVE N/S TAN 6" (12PK/CS)	FALSE		
BZ12	Tape, Surgical, Transparent, Nonsterile, 2in x 10yd roll	MedEquip&Supplies_Wound_Care	each	McKesson	Medi-Pak Performance	16-47220	Surgical Tape Medi-Pak? Performance Plus 2 Inch X 10 Yards NonSterile	McKesson Medical	455538	TAPE, ADHSV TRANSP LF 2"X10YDS (6RL/BX 12/CS)	FALSE		
XP58	Tape, Paper, Nonsterile, 2in x 10yd roll	MedEquip&Supplies_Wound_Care	each	McKesson	Medi-Pak Performance	16-47320	Surgical Tape Medi-Pak? Performance Plus Paper 2 Inch X 10 Yards NonSterile	McKesson Medical	455532	TAPE, ADHSV PAPER LF 2	FALSE		
HZ81	Tape, Steam indicator, 0.75in x 60yd roll	MedEquip&Supplies_Sterilization	each	McKesson	STER-ALL Performance	73-ST048	Steam Indicator Tape STER-ALL? Performance .75 Inch X 60 Yard	McKesson Medical	524901	TAPE, INDICATOR STM 3/4" (24/CS)	FALSE		
CY43	Dressing, Transparent, 4in x 11yd roll	MedEquip&Supplies_Wound_Care	each	3M	Tegaderm	16004	Tegaderm-Roll	McKesson Medical	521719	DRESSING, TEGADERM ROLL TRANSP 4"X11YDS (4RL/CS)	FALSE		
NJ54	Resuscitator, with Bag, Reusable, Adult	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Ambu	Mark IV	304 006 000	Ambu Mark IV - Reusable Resuscitator	McKesson Medical	564843	RESUSCITATOR, MARK IV W/BG SZ5 MASK	FALSE		
GG66	Resuscitator, with Bag, Reusable, Infant	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Ambu	Mark IV	299006000	Ambu?Mark IV Baby - Reusable Resuscitator	McKesson Medical	840091		FALSE		
NR95	Resuscitator, with Bag, Disposable, Adult	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Ambu	SPUR II	520611000	Ambu SPUR II	McKesson Medical	544775	RESUSCITATOR, SPUR W/MASK ADLT	FALSE		
ST08	Detector, CO2, End-tidal	MedEquip&Supplies_Exam_&_Monitoring	each	Covidien	Easy Cap II	EASYCAP II 6		McKesson Medical	371583	EASYCAP, CO2 DETECTOR (6/CS)	FALSE		
VF59	Tube, Endotracheal, Cuffed, Murphy eye, Magill curve, Nasal/oral, Sterile, 3.5mm	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Teleflex Medical	Sheridan CF	5-10107		McKesson Medical	242557	TUBE, MURPHY TRACH CUFF 3.5MM (10/BX)	FALSE		
DZ41	Tube, Endotracheal, Cuffed, Murphy eye, Magill curve, Nasal/oral, Sterile, 4mm	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Teleflex Medical	Sheridan CF	5-10108		McKesson Medical	242558	TUBE, MURPHY TRACH CUFF 4.0MM (10/BX)	FALSE		
ZB80	Tube, Endotracheal, Cuffed, Murphy eye, Magill curve, Nasal/oral, Sterile, 4.5mm	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Teleflex Medical	Sheridan CF	5-10109		McKesson Medical	242559	TUBE, MURPHY TRACH CUFF 4.5MM (10/BX)	FALSE		
CP98	Tube, Endotracheal, Cuffed, Murphy eye, Magill curve, Nasal/oral, Sterile, 7mm	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Teleflex Medical	Sheridan HVT	5-10314		McKesson Medical	286390	TUBE, TRACH CUFF 7.0MM (10/BX)	FALSE		
JA94	Tube, Endotracheal, Cuffed, Murphy eye, Magill curve, Nasal/oral, Sterile, 7.5mm	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Teleflex Medical	Sheridan HVT	5-10315		McKesson Medical	640096	TUBE, MURPHY TRACH CUFF 7.5MM (10/CS)	FALSE		
RZ29	Tube, Endotracheal, Uncuffed, Murphy eye, Magill curve, Nasal/oral, Sterile, Single-use, 2.5mm	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Teleflex Medical	Sheridan Uncuffed	5-10405		McKesson Medical	242580	TUBE, MURPHY TRACH UNCUFF 2.5MM (10/BX)	FALSE		
PZ35	Tube introducer, Endotracheal, Sterile, 15Fr x 70cm	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Mercury Medical		53-9-0212-70		McKesson Medical	553851	INTRODUCER, FLEX GUIDE W/COUPE TIP 15FRX70CM (10/B	FALSE		
HE07	Airway, Oropharyngeal, Guedel, Nonsterile, Single-use, 50mm, Size 5	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	McKesson	Medi-Pak	16-251G	Oralpharyngeal Airway Medi-Pak? Guedel 50 mm	McKesson Medical	485073	AIRWAY, GUEDEL 50MM LF (1/PK 24PK/BX)	FALSE		
YU43	Airway, Oropharyngeal, Guedel, Nonsterile, Single-use, 60mm, Size 6	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	McKesson	Medi-Pak	16-261G	Oralpharyngeal Airway Medi-Pak? Guedel 60 mm	McKesson Medical	485074	AIRWAY, GUEDEL 60MM LF (1/PK 24PK/BX)	FALSE		
BE72	Airway, Oropharyngeal, Guedel, Nonsterile, Single-use, 110mm, Size 11	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Teleflex Medical	Cath-Guide	1166		McKesson Medical	355999	AIRWAY, CATH GUIDE 110MM #11 (12/PK 4PK/CS)	FALSE		
ZA61	Stylet, Intubation, for tube size 7.5 to 10mm	MedEquip&Supplies_Anesthesia	each	Smiths Medical	Blue Line	103006		McKesson Medical	228655	STYLET, INTUBATION 7.5MM-10.0MM	FALSE		
YX94	Stylet, Intubation, for tube size 2.5 to 4.5mm	MedEquip&Supplies_Anesthesia	each	Smiths Medical	Blue Line	103004		McKesson Medical	228653	STYLET, INTUBATION 2.5-4.5MM	FALSE		
AP20	Mask, Laryngeal, Single-use, Size 1	MedEquip&Supplies_Anesthesia	each	Flexicare	LarySeal Clear	038-94-310U		McKesson Medical	698553	MASK, LARYSEAL LMA DISP PVC CLR SZ1	FALSE		
SP48	Mask, Laryngeal, Single-use, Size 2	MedEquip&Supplies_Anesthesia	each	Flexicare	LarySeal Clear	038-94-320U		McKesson Medical	698555	MASK, LARYSEAL LMA DISP PVC CLR SZ2	FALSE		
XT44	Mask, Laryngeal, Single-use, Size 3	MedEquip&Supplies_Anesthesia	each	Flexicare	LarySeal Clear	038-94-330U		McKesson Medical	698557	MASK, LARYSEAL LMA DISP PVC CLR SZ3	FALSE		
RR91	Mask, Laryngeal, Single-use, Size 5	MedEquip&Supplies_Anesthesia	each	Flexicare	LarySeal Clear	038-94-350U		McKesson Medical	698559	MASK, LARYSEAL LMA DISP PVC CLR SZ5	FALSE		
MF33	Airway, Nasopharyngeal, Sterile, 26Fr x 140mm	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Teleflex Medical		123326		McKesson Medical	286510	AIRWAY, NASOPHARYN CATH 26FR (10/BX)	FALSE		
TC75	Airway, Nasopharyngeal, Sterile, 30Fr x 165mm	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Teleflex Medical		123330		McKesson Medical	286513	AIRWAY, NASOPHARYN CATH 30FR (10/BX)	FALSE		
UP39	Airway, Nasopharyngeal, Sterile, 34Fr x 175mm	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Teleflex Medical		123334		McKesson Medical	346047	AIRWAY, NASOPHARYN CATH 34FR (10/BX)	FALSE		
YF89	Breathing circuit, with filter, 2 limb, Unheated, 3L breathing bag, 33in-87in, Adult	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Smiths Medical		450904		McKesson Medical	222103	CIRCUIT, ANES W/FLTR STRT Y LTX DISP (20/CS)	FALSE		
AT97	Breathing circuit, with filter, 2 limb, Unheated, 1L breathing bag, 60in, Pediatric	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Smiths Medical		375204		McKesson Medical	377523	CIRCUIT, ANES 1L BAG STRT-WYE W/FLTR 60" (15/CS)	FALSE		
GP75	Bandage, Elastic, with Clip, Nonsterile, 4in x 5yd roll, Discontinued	MedEquip&Supplies_Wound_Care	each	McKesson	Medi-Pak	16-1233-4	Elastic Bandage Medi-Pak? Elastic Knit 4 Inch X 5 Yard NonSterile	McKesson Medical	559999	BANDAGE, ELAS KNIT CLIP ECON N/S LF 4X5YDS	FALSE		
EX43	Bandage, Elastic, with Clip, Nonsterile, 6in x 5yd roll, Discontinued	MedEquip&Supplies_Wound_Care	each	McKesson	Medi-Pak	16-1233-6	Elastic Bandage Medi-Pak? Elastic Knit 6 Inch X 5 Yard NonSterile	McKesson Medical	454625	BANDAGE, ELAS KNIT CLIP ECON N/S LF 6X5YDS	FALSE		
UY49	Sponge, Gauze, Cotton, 12 ply, Nonsterile, 4in x 4in (10cm x 10cm)	MedEquip&Supplies_Wound_Care	each	McKesson	Medi-Pak Performance	44122000	Sponge Dressing Medi-Pak? Performance Cotton Gauze 12-Ply 4 X 4 Inch Square	McKesson Medical	440343	SPONGE, GZE 4	FALSE		
CU38	Sponge, Gauze, Cotton, 12 ply, Nonsterile, 2in x 2in (5cm x 5cm)	MedEquip&Supplies_Wound_Care	each	McKesson	Medi-Pak Performance	22122000	Sponge Dressing Medi-Pak? Performance Cotton Gauze 12-Ply 2 X 2 Inch Square	McKesson Medical	446029	SPONGE, GZE 2	FALSE		
JH31	Sponge, Gauze, Cotton, 8 ply, Sterile, 2in x 2in (5cm x 5cm)	MedEquip&Supplies_Wound_Care	each	McKesson	Medi-Pak Performance Plus	16-42228	Sponge Dressing Medi-Pak? Performance Plus Cotton Gauze 8-Ply 2 X 2 Inch Square	McKesson Medical	460859	SPONGE, GZE 2"X2" 8PLY STR LF (2/PK 50PK/BX	FALSE		
CV95	Packing strip, Iodoform 5%, Cotton, Sterile, 0.5in x 5yd, Bottle	MedEquip&Supplies_Wound_Care	each	McKesson	McKesson Brand	61-59245	Iodoform Packing McKesson Cotton 1/2 Inch X 5 Yards	McKesson Medical	470441	PACKING STRIP, IODFRM 5% 1/2"X5YDS STR	FALSE		
KN23	Glove, Exam, Latex-free, Powder-free, Sterile, Nitrile, Extended cuff, Medium, Pair	MedEquip&Supplies_Staff_Apparel_&_Personal_Safety	each	Medline	Aloetouch	MDS194086	Aloetouch 12	McKesson Medical	736174	GLOVE, EXAM ALOETOUCH NITRL STR MED (50/BX 4BX/CS)	FALSE		
FT22	Glove, Exam, Nitrile, Latex-free, Powder-free, Nonsterile, Small	MedEquip&Supplies_Staff_Apparel_&_Personal_Safety	each	McKesson	Confiderm	14-6974C	Exam Glove McKesson TACTILE TOUCH? NonSterile Powder Free Nitrile Textured Fingertips Blue Latex-Free Chemo Rated Small	McKesson Medical	765874	GLOVE, EXAM NITRL PF TACTILE TCH BLU SM (200/BX)	FALSE		
KH34	Glove, Exam, Nitrile, Latex-free, Powder-free, Nonsterile, Medium	MedEquip&Supplies_Staff_Apparel_&_Personal_Safety	each	McKesson	Confiderm	14-6976C	Exam Glove McKesson TACTILE TOUCH? NonSterile Powder Free Nitrile Textured Fingertips Blue Latex-Free Chemo Rated Medium	McKesson Medical	765875	GLOVE, EXAM NITRL PF TACTILE TCH BLU MED (200/BX)	FALSE		
VB83	Glove, Exam, Nitrile, Latex-free, Powder-free, Nonsterile, Large	MedEquip&Supplies_Staff_Apparel_&_Personal_Safety	each	McKesson	Confiderm	14-6978C	Exam Glove McKesson TACTILE TOUCH? NonSterile Powder Free Nitrile Textured Fingertips Blue Latex-Free Chemo Rated Large	McKesson Medical	765876	GLOVE, EXAM NITRL PF TACTILE TCH BLU LG (200/BX)	FALSE		
MY75	Test kit, Fecal occult blood test (FOB)	Lab_General_Supplies	each	Propper Manufacturing	Seracult	371001	Test Kit Seracult Fecal Occult Blood Test (FOB) Stool Sample 100 Tests	McKesson Medical	147489	TEST KIT, SERACULT SNG SLIDE (100/BX)	FALSE		
EY36	Developer, for Fecal occult blood test (FOB), 15mL bottle	Lab_General_Supplies	each	Propper Manufacturing	Seracult	379015		McKesson Medical	151200	DEVELOPER, SERACULT 15ML (20/BX)	FALSE		
EF32	Lancet, Fixed depth, 26G x 1.8mm	Lab_General_Supplies	each	McKesson	Sunmark	16-218-100	Lancet SunMark? Fixed Depth Lancet Needle 1.8 mm 26 Gauge	McKesson Medical	475430	LANCET, PRESS-ACT SFTY 26G NDL 1.8MM LF YLW(100/BX	FALSE		
MQ21	Catheter kit, Central venous, Triple lumen, Single-use, 7Fr x 12in	MedEquip&Supplies_IV_Supplies	each	Arrow International	Arrow-Howes	AK-14703		McKesson Medical	183324	CATH KIT, CVP 7FR (5/CS) RX	FALSE		
FA57	Needle, Intraosseous infusion, 18G	MedEquip&Supplies_Needles	each	CareFusion (BD)		DIN1518X		McKesson Medical	275009	NEEDLE, BIOPSY/ASPIRATION ADJ 18G (10/CS)	FALSE		
XU27	Needle, Intraosseous infusion, 15G	MedEquip&Supplies_Needles	each	CareFusion (BD)		DIN1515X		McKesson Medical	282784	NEEDLE, BIOPSY/ASPIRATION 15G (10/CS)	FALSE		
MM63	Stopcock, 4 way, Male luer lock	MedEquip&Supplies_IV_Supplies	each	Smiths Medical		MX2341L		McKesson Medical	178022	STOPCOCK, 4WAY ULTRA AMB (50/CS)	FALSE		
DP78	Bag, Pressure infuser, 1000mL	MedEquip&Supplies_IV_Supplies	each	Ethox	Infu-Surg	4010		McKesson Medical	199316	BAG, PRESSURE INFUSER DISP 1000CC (5/BX)	FALSE		
MJ33	Pad, Maternity, 4.3in x 12.25in	MedEquip&Supplies_Patient_Care_&_Treatment	each	Covidien	Kendall Curity	2022A		McKesson Medical	722095	PAD, CURITY MATERNITY (14/BG 12BG/CS)	FALSE		
ZR31	Packing, Nasal, Sterile, Medium	MedEquip&Supplies_Surgical	each	Stradis Medical Professional	Rhino Rocket	SO500-08AS	Nasal Packing Rhino Rocket Cotton Medium	McKesson Medical	510927	PACKING, RHINO ROCKET NASAL SLIMLINE MED (8/BX)	FALSE		
ZS48	Otoscope tip, Single-use, 2.75mm	MedEquip&Supplies_Exam_&_Monitoring	each	Welch Allyn	KleenSpec	52432-U	Ear Speculum Universal Welch Allyn 524 Series KleenSpec Plastic Black 2.75 mm Disposable	McKesson Medical	487036	SPECULA, KLNSPC 2.75MM (34/TU 25TU/BG 10BG/CS)	FALSE		
TG84	Otoscope tip, Single-use, 4.25mm	MedEquip&Supplies_Exam_&_Monitoring	each	Welch Allyn	KleenSpec	52434-U	Ear Speculum Universal Welch Allyn? 524 Series KleenSpec? Plastic Black 4.25 mm Disposable	McKesson Medical	487037	SPECULA, KLNSPC 4.25MM (34/TU 25TU/BG 10BG/CS)	FALSE		
CK20	Mask, Oxygen, Medium concentration, Standard, with 80in tubing, Single-use, Adult	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	McKesson	McKesson Brand	86-202E	Oxygen Mask McKesson Standard Adult Braid	McKesson Medical	543522	MASK, OXY MED CONC ADLT STD 7'TB (50/CS)	FALSE		
TM87	Tubing, Oxygen, Standard lumen, 84in	MedEquip&Supplies_Anesthesia	each	McKesson	McKesson Brand	86-400E	Oxygen Tubing McKesson 84 Inch	McKesson Medical	543531	TUBING, OXY 7' STD LUMEN (50/CS)	FALSE		
GS97	Cannula, Nasal, 7ft, Infant	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Salter Labs	Salter-Style	1601-7-50		McKesson Medical	262287	CANNULA, NASAL 7' INF (50/CS)	FALSE		
XP22	Cannula, Nasal, 7ft, Adult	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	McKesson	McKesson Brand	86-302E	Nasal Cannula Standard McKesson Adult Straight	McKesson Medical	543534	CANNULA, NASAL STD STRT TIP ADLT 7'TB (50/CS)	FALSE		
QE48	Mask, Oxygen, Medium concentration, Elongated, with 7ft tubing, Infant	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Salter Labs		1114-7-10		McKesson Medical	648714	MASK, OXYGEN INFANT W/7' SUPPLY TUBING (10/CS)	FALSE		
AA30	Mask, Oxygen, Nonrebreather, Pediatric	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	McKesson	McKesson Brand	86-3226E	Oxygen Mask McKesson Elongated Pediatric Braid	McKesson Medical	543539	MASK, OXY HI CONC N/REBR PED ELONG 7'TB 1VLV (50/C	FALSE		
ZS94	Mask, Oxygen, Medium concentration, Elongated, with 7ft tubing, Adult	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	McKesson	McKesson Brand	86-102E	Oxygen Mask McKesson Elongated Adult Braid	McKesson Medical	543521	MASK, OXY MED CONC ADLT ELONG 7'TB (50/CS)	FALSE		
KN62	Mask, Oxygen, Nonrebreather, Adult	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	McKesson	McKesson Brand	86-108E	Oxygen Mask McKesson Elongated Adult Braid	McKesson Medical	543538	MASK, OXY HI CONC N/REBR ADLT ELONG 7'TB 2VLV (50/	FALSE		
JP11	Connector, for Tubing 5mm to 11mm (3/16, 1/4, 5/16, 3/8, 7/16in), Plastic, Nonsterile	MedEquip&Supplies_Anesthesia	each	Busse Hospital Disposables		511		McKesson Medical	214904	CONNECTOR, 5IN1 BULK N/S (50/BX)	FALSE		
VU90	Meter, Peak flow, Full range	MedEquip&Supplies_Anesthesia	each	Respironics	Personal Best	HS755-012	Full Range Peak Flow Meter Personal Best	McKesson Medical	545257	FLOWMETER, PERSONAL BEST FULL RANGE (12/CS)	FALSE		
